ticket_id,text,category,intent
17103,I'm trying to file a consumer reclamation against ur company,FEEDBACK,complaint
17104,I need to file a customer claim against your organizaion,FEEDBACK,complaint
17105,I am trying to make a claim,FEEDBACK,complaint
17106,I'm unhzppy with ur work make a reclamation,FEEDBACK,complaint
17107,where do I lodge a claim against your business?,FEEDBACK,complaint
17108,I try to lodge a complaint against  your company,FEEDBACK,complaint
17109,help me to lodge a claim against ur business,FEEDBACK,complaint
17110,help me file a customer complaint against your company,FEEDBACK,complaint
17111,want assistance to file a complaint against ur company,FEEDBACK,complaint
17112,can you help me to lodge a claim against your business?,FEEDBACK,complaint
17113,cann I lodge a consumer reclamation against your business?,FEEDBACK,complaint
17114,"I am unsatisfied with your services, how to file a claim?",FEEDBACK,complaint
17115,"I am unsatisfied with your services, how can I make a claim?",FEEDBACK,complaint
17116,help me to filea consumer reclamation,FEEDBACK,complaint
17117,"I am not happy with your service, how can I make a claim?",FEEDBACK,complaint
17118,i have to make a reclamation,FEEDBACK,complaint
17119,how to lodge a reclamation against your company?,FEEDBACK,complaint
17120,can you help me to make a consumner complaint?,FEEDBACK,complaint
17121,where do i lodge an consumer claim,FEEDBACK,complaint
17122,I'm dissatisfied with ur services help to file a reclamation,FEEDBACK,complaint
17123,I want assistance to file a reclamation against your company,FEEDBACK,complaint
17124,I'm extremely unhapp with ur services help to make a claim,FEEDBACK,complaint
17125,customer reclamation against your organzation,FEEDBACK,complaint
17126,I want assistance filing a customer claim,FEEDBACK,complaint
17127,I need to file a consumer claim against your business,FEEDBACK,complaint
17128,I call to make a customer complaint,FEEDBACK,complaint
17129,help me to lodge a complaint against your organization,FEEDBACK,complaint
17130,help me making a consumer claim against your company,FEEDBACK,complaint
17131,help filing a consumer complaint against your organization,FEEDBACK,complaint
17132,need to make a claim against ur organization,FEEDBACK,complaint
17133,I want to lodge a customer complaint,FEEDBACK,complaint
17134,lodge reclamation,FEEDBACK,complaint
17135,can I file a claim against your company?,FEEDBACK,complaint
17136,help to make a consumer complaint,FEEDBACK,complaint
17137,need help to file a reclamaion against ur business,FEEDBACK,complaint
17138,need to lodge a fucking customer complaint,FEEDBACK,complaint
17139,i call to file a consumer claim against ur company,FEEDBACK,complaint
17140,"I am unhappy with your services, how to lodge a reclamation?",FEEDBACK,complaint
17141,i need help to file a customer claim against ur company,FEEDBACK,complaint
17142,I am calling to file a complaint against your organization,FEEDBACK,complaint
17143,help making a customer reclamation against your organization,FEEDBACK,complaint
17144,help me to lodge a complaint against your business,FEEDBACK,complaint
17145,i dont know what i have to do to lodge as consumer claim,FEEDBACK,complaint
17146,I am calling to lodge a complaint against your business,FEEDBACK,complaint
17147,I call to  file a claim,FEEDBACK,complaint
17148,help filing a customer reclamation against ur company,FEEDBACK,complaint
17149,"I am very unsatisfied with your work, make a fucking claim",FEEDBACK,complaint
17150,can i lodge a customer claim against ur business,FEEDBACK,complaint
17151,where do i file an customer claim against ur business,FEEDBACK,complaint
17152,I do not know how I can make a bloody reclamation,FEEDBACK,complaint
17153,I try to lodge a customer reclamation,FEEDBACK,complaint
17154,I want help to make a customer claim against your busines,FEEDBACK,complaint
17155,help me lodge a customer complaint against ur company,FEEDBACK,complaint
17156,I am trying to make a fucking consumer complaint,FEEDBACK,complaint
17157,"the experience with you has been bad, I try to file a claim",FEEDBACK,complaint
17158,can uhelp me filing a consumer claim against ur organization,FEEDBACK,complaint
17159,I would like to file a reclamation against your business,FEEDBACK,complaint
17160,can you help me make a claim against your business?,FEEDBACK,complaint
17161,need help to make a complaint against ur company,FEEDBACK,complaint
17162,where do i lodge a reclamation against ur business,FEEDBACK,complaint
17163,I have to lodge a customer reclamation against your business,FEEDBACK,complaint
17164,help lodging a consumer claim,FEEDBACK,complaint
17165,I need help lodging an reclamation against your company,FEEDBACK,complaint
17166,filing claim against your business,FEEDBACK,complaint
17167,i do not know what to do to make a claim against ur company,FEEDBACK,complaint
17168,I want to file a consumer claim against your business,FEEDBACK,complaint
17169,"I am not happy with your work, help lodging a customer claim",FEEDBACK,complaint
17170,how do I lodge a damn consumer reclamation?,FEEDBACK,complaint
17171,I want help to file a claim against your organization,FEEDBACK,complaint
17172,help me file a complaint against your organization,FEEDBACK,complaint
17173,I want to lodge a reclamation,FEEDBACK,complaint
17174,help me to make a complaint against your organizaton,FEEDBACK,complaint
17175,help me lodge a consumer claim,FEEDBACK,complaint
17176,I do not know what I need to do to make a reclamation,FEEDBACK,complaint
17177,I would like to lodge a consumer complaint,FEEDBACK,complaint
17178,what do I need to do to file a claim?,FEEDBACK,complaint
17179,need to make an customer claim against ur business,FEEDBACK,complaint
17180,assistance making a consumer reclamation against ur company,FEEDBACK,complaint
17181,I do not know how to lodge a customer claim,FEEDBACK,complaint
17182,can you help me lodging a consumer complaint?,FEEDBACK,complaint
17183,where can I lodge a customer claim against your business?,FEEDBACK,complaint
17184,I have to make a claim against your organization,FEEDBACK,complaint
17185,can ya help me to lodge a reclamatiom against ur company,FEEDBACK,complaint
17186,wanna make a consumer complaint,FEEDBACK,complaint
17187,where do I file a customer claim against your business?,FEEDBACK,complaint
17188,I need assistance to lodge a fucking consumer reclamation,FEEDBACK,complaint
17189,where can I lodge a fucking reclamation?,FEEDBACK,complaint
17190,i tr to file a consumer complaint against ur organization,FEEDBACK,complaint
17191,can you help me making a complaint?,FEEDBACK,complaint
17192,filing consumer claim against ur organizzation,FEEDBACK,complaint
17193,where do i lodge a reclamatioln,FEEDBACK,complaint
17194,help me to make a consumer complaint against your business,FEEDBACK,complaint
17195,I try to make a reclamation against your organization,FEEDBACK,complaint
17196,I want help lodging an claim,FEEDBACK,complaint
17197,making consumer complaint against ur business,FEEDBACK,complaint
17198,how to make a customer claim against your organization?,FEEDBACK,complaint
17199,want help filing a claim,FEEDBACK,complaint
17200,where do I make a consumer claim against your business?,FEEDBACK,complaint
17201,"my experience with your company was awful, file a complaint",FEEDBACK,complaint
17202,want assistance to file a claim against ur company,FEEDBACK,complaint
17203,how to make a damn customer claim against your business?,FEEDBACK,complaint
17204,I don't know how to make a claim,FEEDBACK,complaint
17205,I don't know what I have to do to make a customer complaint,FEEDBACK,complaint
17206,help me filing a customer complaint against your business,FEEDBACK,complaint
17207,"I am not happy with your work, lodge a consumer reclamation",FEEDBACK,complaint
17208,help to lodge a complaint,FEEDBACK,complaint
17209,can i lodge a consumer complaint against ur business,FEEDBACK,complaint
17210,"I am unhappy with your service, help to make a claim",FEEDBACK,complaint
17211,what do I need to do to file a consumer claim?,FEEDBACK,complaint
17212,I'm not happy with ur work how do i make a claim,FEEDBACK,complaint
17213,help me filing a consumer reclamation,FEEDBACK,complaint
17214,help me to file a claim against ur organization,FEEDBACK,complaint
17215,i have got to make an consumer claim against ur business,FEEDBACK,complaint
17216,my experience with uwas too bad help to file a reclqmation,FEEDBACK,complaint
17217,I do not know how I can make a customerr claim,FEEDBACK,complaint
17218,how can I file a consumer complaint?,FEEDBACK,complaint
17219,I'm calling to lodge a compaint,FEEDBACK,complaint
17220,I want to lodge a consumer reclamation against your company,FEEDBACK,complaint
17221,i dont know what to do to fgile a consumer claim,FEEDBACK,complaint
17222,how can I file a reclamation?,FEEDBACK,complaint
17223,I want to lodge a consumer reclamation against your business,FEEDBACK,complaint
17224,I need assistance to file a consumer complaint,FEEDBACK,complaint
17225,how do I make a customer complaint against your company?,FEEDBACK,complaint
17226,need help filing a claim against your organization,FEEDBACK,complaint
17227,help me making a reclamation,FEEDBACK,complaint
17228,I want to make a consumer claim against your organization,FEEDBACK,complaint
17229,where can I make a consumer complaint against your business?,FEEDBACK,complaint
17230,I want assistance to make a customer reclamation,FEEDBACK,complaint
17231,the experience with ya was awful i have to  lodge a claim,FEEDBACK,complaint
17232,i try to make a bloody consumer complaint against ur company,FEEDBACK,complaint
17233,can you help me lodge a complaint against your organization?,FEEDBACK,complaint
17234,could I make a customer claim against your organization?,FEEDBACK,complaint
17235,where do I make a reclamation?,FEEDBACK,complaint
17236,wanna make a customer claim against ur business,FEEDBACK,complaint
17237,I am calling to lodge a customer claim against your company,FEEDBACK,complaint
17238,the eperience with ya was bad help me to lodge a reclamation,FEEDBACK,complaint
17239,"I am unhappy with your services, help filing a claim",FEEDBACK,complaint
17240,consumer claim against your business,FEEDBACK,complaint
17241,I do not know how to lodge a complaint,FEEDBACK,complaint
17242,"my experience with your work was bad, make a complaint",FEEDBACK,complaint
17243,I want help to file a reclamation against your business,FEEDBACK,complaint
17244,I awnt to lodge a customer complaint against your company,FEEDBACK,complaint
17245,assistance filing a customer complaint against ur company,FEEDBACK,complaint
17246,I have to file a customer reclamation,FEEDBACK,complaint
17247,where do i make a complaint,FEEDBACK,complaint
17248,what do I need to do to lodge a customer complaint?,FEEDBACK,complaint
17249,filing consumer claim against your business,FEEDBACK,complaint
17250,I need help filing a claim,FEEDBACK,complaint
17251,I need assistance making a claim against your organization,FEEDBACK,complaint
17252,were do i lodge a consumer complaint against ur company,FEEDBACK,complaint
17253,need to make a consumere claim,FEEDBACK,complaint
17254,"I am unsatisfied with your service, how do I make a claim?",FEEDBACK,complaint
17255,where do I lodge a complaint against your company?,FEEDBACK,complaint
17256,can you help me make a complaint against your company?,FEEDBACK,complaint
17257,I'm very unhappy with ur service how to file a reclamation,FEEDBACK,complaint
17258,"I am unhappy with your work, lodge a claim",FEEDBACK,complaint
17259,I want help to file a reclamation against your company,FEEDBACK,complaint
17260,lodging customer complaint against your company,FEEDBACK,complaint
17261,how can i file a complaint  against ur organization,FEEDBACK,complaint
17262,i call to file a reclamation against ur company,FEEDBACK,complaint
17263,help me lodge a consumer complaint against your busness,FEEDBACK,complaint
17264,I want to make a customer complaint,FEEDBACK,complaint
17265,help to lodge a customer reclamation against your company,FEEDBACK,complaint
17266,how tolodge a customer complaint,FEEDBACK,complaint
17267,I want help to lodge a consumer reclamation,FEEDBACK,complaint
17268,I need assistance to make a complaint against your company,FEEDBACK,complaint
17269,where to lodge a reclamation against your business ?,FEEDBACK,complaint
17270,"I want to file a damn reclamation, how can I do it?",FEEDBACK,complaint
17271,I want to lodge a consumer complaint against your company,FEEDBACK,complaint
17272,where could I lodge a reclamation against your organization?,FEEDBACK,complaint
17273,need to file an fucking consumer claim can i get some help,FEEDBACK,complaint
17274,I need help ot file a complaint against your company,FEEDBACK,complaint
17275,can you help me filing a complaiont?,FEEDBACK,complaint
17276,where can i lodge a bloody consumer claim against ur company,FEEDBACK,complaint
17277,lodging reclamation against your company,FEEDBACK,complaint
17278,I have to file a complaint against your organization,FEEDBACK,complaint
17279,I am calling to lodge a claim against your organization,FEEDBACK,complaint
17280,i need assistance making a consumer claim against ur compan,FEEDBACK,complaint
17281,I want help to make a customer complaint,FEEDBACK,complaint
17282,wanna oldge a claim against ur company will uhelp me,FEEDBACK,complaint
17283,making customer claim,FEEDBACK,complaint
17284,how to file a customer reclamation against ur organization,FEEDBACK,complaint
17285,how to lodge a complaint against your organization?,FEEDBACK,complaint
17286,"I have got to lodge a complaint, can I get some help?",FEEDBACK,complaint
17287,I need assistance filing a reclamation,FEEDBACK,complaint
17288,where do i file a consumer reclamation against ur business,FEEDBACK,complaint
17289,I want help to file a customer complaint,FEEDBACK,complaint
17290,I need help making a complaint,FEEDBACK,complaint
17291,I'm calling to lodge a claim against ur organization,FEEDBACK,complaint
17292,can ya hrlp me make a claim against ur organization,FEEDBACK,complaint
17293,want assistance to make a reclamation against ur business,FEEDBACK,complaint
17294,want help making an customer claim against your business,FEEDBACK,complaint
17295,can you help me lodging a reclamation?,FEEDBACK,complaint
17296,lodging claim,FEEDBACK,complaint
17297,I try to make a consumer reclamation,FEEDBACK,complaint
17298,where to file a customer reclamation against your company ?,FEEDBACK,complaint
17299,I want to file a reclamation,FEEDBACK,complaint
17300,help m make a claim against ur company,FEEDBACK,complaint
17301,i want help to file a consumer claim against ur organization,FEEDBACK,complaint
17302,"I ain't happy with your service, I want help filing a claim",FEEDBACK,complaint
17303,I want help lodging a consumer reclamation,FEEDBACK,complaint
17304,need assistanbce to make a complaint,FEEDBACK,complaint
17305,I do not know how I can make a customer reclamation,FEEDBACK,complaint
17306,help me to file a customer claim gaainst your organization,FEEDBACK,complaint
17307,i have got to file a customer reclamation againstur company,FEEDBACK,complaint
17308,can i lodge a customer claim againmst ur company,FEEDBACK,complaint
17309,"I would like to make a consumer complaint, will you help me?",FEEDBACK,complaint
17310,I do not know what to do to lodge a customer claim,FEEDBACK,complaint
17311,need help to file a damn claim against your organization,FEEDBACK,complaint
17312,"I am unhappy with your service, help me to make a claim",FEEDBACK,complaint
17313,can you help me to make a claim against your business?,FEEDBACK,complaint
17314,I have to file a customer claim,FEEDBACK,complaint
17315,assistance lodging a customer complaint against your company,FEEDBACK,complaint
17316,lodging consumer complaint against ur business,FEEDBACK,complaint
17317,"the experience with you has been bad, make a reclamation",FEEDBACK,complaint
17318,i have to lodge a consumer claim against ur ocmpany,FEEDBACK,complaint
17319,I try to make a consumer claim against your business,FEEDBACK,complaint
17320,help me lodge a consumer complaint against ur business,FEEDBACK,complaint
17321,I would like to make a customer claim against your business,FEEDBACK,complaint
17322,can ya help me to make a complaint against ur company,FEEDBACK,complaint
17323,"I am unhappy with your work, how to make a customer claim?",FEEDBACK,complaint
17324,I need to lodge a customer claim against your company,FEEDBACK,complaint
17325,assistance to file a claim,FEEDBACK,complaint
17326,assistance to file a reclamation against your business,FEEDBACK,complaint
17327,I have to file a consumer complaint against your company,FEEDBACK,complaint
17328,where do I file a damn consumer claim against your company?,FEEDBACK,complaint
17329,I want assistance to make a consumer claim,FEEDBACK,complaint
17330,is it possible to lodge a complaint,FEEDBACK,complaint
17331,help to make a consumer claim against your company,FEEDBACK,complaint
17332,making customer complaint against your company,FEEDBACK,complaint
17333,help to make an customer claim against your organization,FEEDBACK,complaint
17334,i call to lodge a customer complaint against ur organization,FEEDBACK,complaint
17335,I'm calling to lodge a claim against ur company,FEEDBACK,complaint
17336,"I am very unhappy with your service, I try to lodge a claim",FEEDBACK,complaint
17337,would it be possible to lodge a reclamation?,FEEDBACK,complaint
17338,I need help making a claim against your business,FEEDBACK,complaint
17339,how to make an reclamation against your company?,FEEDBACK,complaint
17340,I have to make a complaint against your company,FEEDBACK,complaint
17341,need assistance lodging a reclamation against your company,FEEDBACK,complaint
17342,help to lodge a customer claim against ur organization,FEEDBACK,complaint
17343,how can I make a consumer reclamation against your business?,FEEDBACK,complaint
17344,help me make a consumer claim against your business,FEEDBACK,complaint
17345,where to lodge a customer reclamation?,FEEDBACK,complaint
17346,where to lodge a complaint against ur business,FEEDBACK,complaint
17347,where can I lodge a customer reclamation?,FEEDBACK,complaint
17348,i try to make a customer reclamation,FEEDBACK,complaint
17349,I want to make a customer reclamation against your business,FEEDBACK,complaint
17350,I want help to lodge a consumer complaint,FEEDBACK,complaint
17351,I have got to make a complaint against your company,FEEDBACK,complaint
17352,help me filing a complaint,FEEDBACK,complaint
17353,how can I lodge a customer claim?,FEEDBACK,complaint
17354,"I am not happy with your services, I need to file a claim",FEEDBACK,complaint
17355,how to lodge a consumer complaint against your business?,FEEDBACK,complaint
17356,I have got to file a complaint against your company,FEEDBACK,complaint
17357,I'm trying to make a consumer clain,FEEDBACK,complaint
17358,help lodging a complaint against your organization,FEEDBACK,complaint
17359,i need assistance making a consumer claim aginst ur business,FEEDBACK,complaint
17360,where can I make a customer claim against your organization?,FEEDBACK,complaint
17361,can i lodge a customer reclamation against ur company,FEEDBACK,complaint
17362,I have got to file a reclamation,FEEDBACK,complaint
17363,want help lodging a customer claim against your organization,FEEDBACK,complaint
17364,where to make a consumer claim?,FEEDBACK,complaint
17365,help me filing a complaint against your organization,FEEDBACK,complaint
17366,I call to make a consumer claim against your  business,FEEDBACK,complaint
17367,can you help me make a customer claim?,FEEDBACK,complaint
17368,I want assistance to lodge a complaint against your business,FEEDBACK,complaint
17369,I want help filing an customer claim,FEEDBACK,complaint
17370,where to make a customer complaint against your company?,FEEDBACK,complaint
17371,assistance filing a customer reclamation,FEEDBACK,complaint
17372,help making a customer reclamation against ur company,FEEDBACK,complaint
17373,where can I file a customer claim against your business?,FEEDBACK,complaint
17374,i try to make a complaint against ur company,FEEDBACK,complaint
17375,I try to make a customer claim against your company,FEEDBACK,complaint
17376,I call to lodge a consumer claim against your organization,FEEDBACK,complaint
17377,can ya help me to lodge a consumer claim,FEEDBACK,complaint
17378,how to make a bloody customer claim against your company?,FEEDBACK,complaint
17379,help me to lodge a complaint against ur company,FEEDBACK,complaint
17380,"I want to file a claim, how could I do it?",FEEDBACK,complaint
17381,help to lodge a consumer claim against your company,FEEDBACK,complaint
17382,i want help filing a damn customer claim against ur business,FEEDBACK,complaint
17383,need assistance to file a consumer cclaim,FEEDBACK,complaint
17384,help to make a consumer complaint against your business,FEEDBACK,complaint
17385,my experience with ya was terrible help maing a claim,FEEDBACK,complaint
17386,assistance filing a complaint against your organization,FEEDBACK,complaint
17387,where can I make a consumer claim?,FEEDBACK,complaint
17388,can you help me to make a consumer reclamation?,FEEDBACK,complaint
17389,can I file a complaint against your businhess?,FEEDBACK,complaint
17390,making complaint against your organization,FEEDBACK,complaint
17391,need to lodge a reclamation,FEEDBACK,complaint
17392,want assistance to file a reclamation against your business,FEEDBACK,complaint
17393,can ya help me lodging an consumer complaint,FEEDBACK,complaint
17394,"I have to file a reclamation, I need assistance",FEEDBACK,complaint
17395,need help making a consumer complaint against ur company,FEEDBACK,complaint
17396,I want help filing a customer complaint,FEEDBACK,complaint
17397,"my experience with you was awful, lodge a bloody claim",FEEDBACK,complaint
17398,I'm very unhappyt with ur service i need to file a complaint,FEEDBACK,complaint
17399,wanna file a custome complaint,FEEDBACK,complaint
17400,how could I make a consumer claim against your company?,FEEDBACK,complaint
17401,I need to make a customer reclamation against your business,FEEDBACK,complaint
17402,I want help filing a consumer reclamation,FEEDBACK,complaint
17403,want help lodging a consumer reclmaation,FEEDBACK,complaint
17404,assistance to file a claim against ur company,FEEDBACK,complaint
17405,need assistance to make a consumer claim against ur business,FEEDBACK,complaint
17406,lodging reclamation against ur business,FEEDBACK,complaint
17407,help me filing a reclamation against your business,FEEDBACK,complaint
17408,"I ain't happy with your services, help lodging a complaint",FEEDBACK,complaint
17409,help me file a customer complaint,FEEDBACK,complaint
17410,I want to lodge a reclamation against your company,FEEDBACK,complaint
17411,I call to make a consumer claim against your company,FEEDBACK,complaint
17412,need assistance making a consumer claim against ur company,FEEDBACK,complaint
17413,assistance filing a consumer reclamation against ur business,FEEDBACK,complaint
17414,i dont know what i have to do to lodge a consumer complaint,FEEDBACK,complaint
17415,I'm calling to lodge a reclamation against ur business,FEEDBACK,complaint
17416,can i lodge a consumer reclamaion against ur business,FEEDBACK,complaint
17417,how do I make a reclamation against your company?,FEEDBACK,complaint
17418,how could I file a consumer complaint?,FEEDBACK,complaint
17419,can I file a consumer claim against your organization?,FEEDBACK,complaint
17420,need to file a consumer complaint against ur organization,FEEDBACK,complaint
17421,I need help making a reclamation,FEEDBACK,complaint
17422,I am trying to file a reclamation against your company,FEEDBACK,complaint
17423,I don't know how to lodge a customer complaint,FEEDBACK,complaint
17424,I want help filing a reclamation,FEEDBACK,complaint
17425,"I ain't happy with your work, I need to make a claim",FEEDBACK,complaint
17426,I try to file a consumer complaint against your company,FEEDBACK,complaint
17427,"I need to make a damn consumer complaint, how could I do it?",FEEDBACK,complaint
17428,i want help to file a complaint against ur business,FEEDBACK,complaint
17429,is it possible to make a reclamation against your company?,FEEDBACK,complaint
17430,I want assistance lodging a claim against your company,FEEDBACK,complaint
17431,need assistance to make a customer claim against ur business,FEEDBACK,complaint
17432,help to lodge a consumer complaint against your orgqnization,FEEDBACK,complaint
17433,can you help me file a customer claim?,FEEDBACK,complaint
17434,I would like to lodge a consumer claim against your business,FEEDBACK,complaint
17435,I have to make a consumer reclamation against your company,FEEDBACK,complaint
17436,I need assistance to file a consumer claim,FEEDBACK,complaint
17437,I need assistance to file a claim against your business,FEEDBACK,complaint
17438,I'd like to lodge a damn consumer claim how could i do it,FEEDBACK,complaint
17439,I try to lodge a customer complaint,FEEDBACK,complaint
17440,I need to lodge a claim against your organization,FEEDBACK,complaint
17441,help me make a complaint against ur business,FEEDBACK,complaint
17442,I don't know how I can make a customer reclamation,FEEDBACK,complaint
17443,I do not know what to do to lodge a consumer claim,FEEDBACK,complaint
17444,help me making a reclamation against ur organizatuon,FEEDBACK,complaint
17445,"my experience with your brand was too bad, lodge a complaint",FEEDBACK,complaint
17446,lodging claim against ur business,FEEDBACK,complaint
17447,I do not know what I have to do to file a consumer complaint,FEEDBACK,complaint
17448,i need help to file a consumer complaint,FEEDBACK,complaint
17449,complaint,FEEDBACK,complaint
17450,where can I make a claim against your company?,FEEDBACK,complaint
17451,i call to lodge a customer reclamation,FEEDBACK,complaint
17452,wanna make a consumer reclamation against ur company,FEEDBACK,complaint
17453,lodging consuer complaint,FEEDBACK,complaint
17454,i want assistance filing a customer claim against ur company,FEEDBACK,complaint
17455,where to file a consumer complaint,FEEDBACK,complaint
17456,help me lodge a customer reclamation against ur company,FEEDBACK,complaint
17457,what do I need to do to file a claim against your business?,FEEDBACK,complaint
17458,help filing a cosnumer reclamation against ur company,FEEDBACK,complaint
17459,help me to  lodge a customer claim against ur organization,FEEDBACK,complaint
17460,lodge customer complaint against your organization,FEEDBACK,complaint
17461,where  do i lodge a consumer claim against ur company,FEEDBACK,complaint
17462,how to file a bloody customer complaint?,FEEDBACK,complaint
17463,I need help to lodge a claim against your organization,FEEDBACK,complaint
17464,I need to lodge a consumer claim against your business,FEEDBACK,complaint
17465,I'm calling to lodge a customer reclamation,FEEDBACK,complaint
17466,how do i make a consumer reclamation against ur business,FEEDBACK,complaint
17467,assistance filing a claim against your organization,FEEDBACK,complaint
17468,I do not know what I need to do to make a consumer claim,FEEDBACK,complaint
17469,"the experience with you was awful, file a customer complaint",FEEDBACK,complaint
17470,need help lodging a reclamation against ur business,FEEDBACK,complaint
17471,I have got to file a consumer claim against your company,FEEDBACK,complaint
17472,I do not kow how to lodge a consumer claim,FEEDBACK,complaint
17473,could you help me lodge a customer reclamation?,FEEDBACK,complaint
17474,lodge customer complaint,FEEDBACK,complaint
17475,where do I lodge an reclamation?,FEEDBACK,complaint
17476,how to make a customer claim against your business?,FEEDBACK,complaint
17477,can uhelp me file a claim,FEEDBACK,complaint
17478,I don't know what I have to do to lodge a customer claim,FEEDBACK,complaint
17479,help to file a customer complaint against ur company,FEEDBACK,complaint
17480,I need help lodging a complaint against your company,FEEDBACK,complaint
17481,help making a consumer claim against your organization,FEEDBACK,complaint
17482,I need assistance to file a reclamation against your company,FEEDBACK,complaint
17483,i dont know what i need to do to make a claim,FEEDBACK,complaint
17484,I do not know what I need to do to file a customer complaint,FEEDBACK,complaint
17485,I have to lodge a reclamation,FEEDBACK,complaint
17486,I habe got to file a complaint,FEEDBACK,complaint
17487,I don't know what I need to do to make a consumer claim,FEEDBACK,complaint
17488,"I ain't happy with your work, help lodging a consumer claim",FEEDBACK,complaint
17489,I do not know what I have to do to file a claim,FEEDBACK,complaint
17490,I am trying to make a customer complaint,FEEDBACK,complaint
17491,is it possible to lodge a bloody customer claim?,FEEDBACK,complaint
17492,I do not know how I can make a reclamation,FEEDBACK,complaint
17493,I need to file a customer claim against your business,FEEDBACK,complaint
17494,I need assistance making a customer claim,FEEDBACK,complaint
17495,file consumer reclamation against ur company,FEEDBACK,complaint
17496,need asistance filing a consumer claim against your business,FEEDBACK,complaint
17497,could I make a customer complaint against your business?,FEEDBACK,complaint
17498,I call to lodge a consumer reclamation against your company,FEEDBACK,complaint
17499,making customer claim against your company,FEEDBACK,complaint
17500,where to lodge a consumer reclamation against ur company,FEEDBACK,complaint
17501,assistance making a custolmer claim,FEEDBACK,complaint
17502,want assistance to make a reclamation against your business,FEEDBACK,complaint
17503,want help to file a consumer claim,FEEDBACK,complaint
17504,I call to lodge a complaint against your business,FEEDBACK,complaint
17505,help lodging a claim against ur business,FEEDBACK,complaint
17506,I have to file a customer claim against your business,FEEDBACK,complaint
17507,want help to make an claim against ur organization,FEEDBACK,complaint
17508,i try to lodge a reclamation against ur business,FEEDBACK,complaint
17509,I don't know what to do to file a consumer claim,FEEDBACK,complaint
17510,"I need to file a customer claim, how do I do it?",FEEDBACK,complaint
17511,help to make a reclamation  against your company,FEEDBACK,complaint
17512,I need assistance to make a complaint,FEEDBACK,complaint
17513,I want to make a customer claim,FEEDBACK,complaint
17514,I don't kmow how I can make a claim,FEEDBACK,complaint
17515,help me make a customer claim against your company,FEEDBACK,complaint
17516,how do I make a reclamation against your organization?,FEEDBACK,complaint
17517,where to lodge a complaint against your business?,FEEDBACK,complaint
17518,is it possible to make an complaint against ur company,FEEDBACK,complaint
17519,I would like to file a consumer reclamation,FEEDBACK,complaint
17520,could i file a customer complaint,FEEDBACK,complaint
17521,where to lodge a complaint against ur company,FEEDBACK,complaint
17522,i do not know how i can file a claim against ur business,FEEDBACK,complaint
17523,what do i have to do to make a consumer compoaint,FEEDBACK,complaint
17524,how could I file a complaont?,FEEDBACK,complaint
17525,I need to file a customer complaint against your company,FEEDBACK,complaint
17526,help me to lodge a reclamation against your company,FEEDBACK,complaint
17527,where to make a relcamation against your company?,FEEDBACK,complaint
17528,I need to make a claim against your company,FEEDBACK,complaint
17529,how to file a claim against your organization?,FEEDBACK,complaint
17530,file reclamation against your organization,FEEDBACK,complaint
17531,making complaint against ur company,FEEDBACK,complaint
17532,assistance filing a customer claim against ur business,FEEDBACK,complaint
17533,can you help me filing a goddamn customer complaint?,FEEDBACK,complaint
17534,making customer reclamation against ur company,FEEDBACK,complaint
17535,I do not know what to do to file a customer reclamtion,FEEDBACK,complaint
17536,how do I lodge a claim against your company?,FEEDBACK,complaint
17537,can you help me filing an reclamation against your company?,FEEDBACK,complaint
17538,I need help to file a reclamation against your company,FEEDBACK,complaint
17539,can you help me to make a customer complaint?,FEEDBACK,complaint
17540,I do not know what I have to do to make a reclamation,FEEDBACK,complaint
17541,lodging  customer complaint against ur business,FEEDBACK,complaint
17542,can I make a consumer reclamation against your organization?,FEEDBACK,complaint
17543,help me to lodge a customer claim,FEEDBACK,complaint
17544,I need to lodge a goddamn conplaint against your business,FEEDBACK,complaint
17545,what do I need to do to make a goddamn complaint?,FEEDBACK,complaint
17546,can you help me filing a consumer reclamation?,FEEDBACK,complaint
17547,help me making a claim against your business,FEEDBACK,complaint
17548,i do not know how to file a claim against ur business,FEEDBACK,complaint
17549,want help to lodge a reclamation against your company,FEEDBACK,complaint
17550,I need to lodge a consumer claim,FEEDBACK,complaint
17551,"I have got to file a reclamation, can you help me?",FEEDBACK,complaint
17552,consumer reclamation,FEEDBACK,complaint
17553,my experience with ur brand was awful make a claim,FEEDBACK,complaint
17554,I want to make a consumer claim,FEEDBACK,complaint
17555,assistance filing a customer complaint against your business,FEEDBACK,complaint
17556,can I file a customer complaint against your company?,FEEDBACK,complaint
17557,help to lodge a claim against your business,FEEDBACK,complaint
17558,need assstance to file a consumer claim against your company,FEEDBACK,complaint
17559,I'm not happy wirh ur services file a complaint,FEEDBACK,complaint
17560,"I ain't happy with your work, file a consumer claim",FEEDBACK,complaint
17561,how can i make a customer complanit against ur company,FEEDBACK,complaint
17562,helplodging a consumer reclamation against ur business,FEEDBACK,complaint
17563,i dont know how to file a consumer reclamation,FEEDBACK,complaint
17564,i dont know how to make a reclamation against ur company,FEEDBACK,complaint
17565,assistance to make a customer claim agaisnt ur organization,FEEDBACK,complaint
17566,where to make a customer clazim against your company?,FEEDBACK,complaint
17567,I want assistance filing a complaint against your company,FEEDBACK,complaint
17568,can you help me filing a claim against your organization?,FEEDBACK,complaint
17569,"I am unhappy with your work, I want to file a consumer claim",FEEDBACK,complaint
